InvoiceDate,Invoice,TotalAmount,Churn
2011-11-25 12:02:00,10,1668.95,0
2011-03-17 11:56:00,1,71.4,1
2011-10-31 11:40:00,3,1575.89,0
2011-01-06 18:57:00,1,236.02,1
2011-11-28 15:28:00,1,114.60000000000001,0
2011-11-21 10:39:00,2,260.68,0
2011-09-05 14:13:00,2,911.94,1
2011-10-09 14:30:00,1,112.08,0
2011-07-27 09:01:00,1,60.7,1
2011-11-28 13:54:00,4,1797.78,0
2011-11-29 15:17:00,6,3401.2400000000002,0
2011-12-06 12:30:00,38,9817.12,0
2011-11-20 15:35:00,4,870.09,0
2011-11-30 10:45:00,4,869.46,0
2011-11-24 14:52:00,2,250.26000000000002,0
2011-10-12 09:54:00,6,1217.65,0
2011-11-09 13:54:00,8,5891.61,0
2011-09-07 08:18:00,1,353.48,1
2011-11-29 14:43:00,3,1095.42,0
2011-11-20 12:40:00,3,786.83,0
2011-10-14 11:42:00,5,1520.58,0
2011-03-17 12:18:00,1,333.74,1
2011-08-09 15:32:00,3,533.98,1
2011-08-04 16:59:00,1,62.63999999999999,1
2011-09-22 13:38:00,4,819.2900000000001,0
2011-04-13 16:58:00,2,847.41,1
2011-05-23 13:03:00,2,163.20000000000002,1
2011-10-10 14:55:00,2,2155.95,0
2011-12-06 13:29:00,7,6463.84,0
2011-03-11 14:35:00,1,108.21000000000001,1
2011-05-22 11:47:00,1,257.7,1
2011-09-19 14:28:00,1,358.0,0
2011-04-28 12:07:00,1,160.95,1
2011-12-05 16:03:00,14,2755.63,0
2011-11-27 10:39:00,7,1328.35,0
2011-09-26 13:25:00,2,605.12,0
2011-05-11 17:13:00,1,1031.07,1
2011-11-15 12:50:00,2,744.85,0
2011-11-22 15:37:00,4,700.73,0
2011-03-23 10:25:00,1,329.56,1
2011-09-04 14:08:00,4,663.65,1
2011-08-19 12:53:00,3,270.40000000000003,1
2011-05-20 13:14:00,1,585.12,1
2011-09-08 11:46:00,1,121.74000000000001,1
2011-10-20 11:40:00,1,430.5,0
2011-11-21 16:50:00,6,1961.52,0
2011-11-22 10:59:00,4,501.12,0
2011-08-07 12:40:00,2,465.68,1
2011-09-08 13:26:00,3,711.41,1
2011-07-06 10:09:00,2,1030.4,1
2011-11-30 13:14:00,2,399.51,0
2011-11-28 09:31:00,3,672.83,0
2011-10-09 10:48:00,1,283.18,0
2011-10-09 13:21:00,1,557.62,0
2011-03-16 12:22:00,2,944.1,1
2011-03-21 15:06:00,1,200.29,1
2011-12-08 13:59:00,35,7436.93,0
2011-10-17 15:02:00,5,2092.66,0
2011-11-28 14:39:00,12,3834.2599999999998,0
2011-12-07 11:12:00,19,4521.49,0
2011-11-22 11:51:00,11,3174.75,0
2011-12-08 14:53:00,15,5343.28,0
2010-12-08 14:53:00,1,590.0,1
2011-11-02 14:31:00,1,211.49,0
2011-11-08 14:00:00,2,276.56,0
2011-08-18 14:02:00,1,138.98,1
2011-10-07 12:44:00,2,590.9300000000001,0
2011-11-24 09:21:00,4,258.4,0
2011-10-30 11:49:00,1,542.73,0
2011-09-22 17:24:00,1,137.75,0
2011-08-09 13:14:00,3,798.46,1
2011-11-21 15:33:00,3,1132.14,0
2011-10-11 09:50:00,2,93.66,0
2011-01-13 09:23:00,1,201.19,1
2011-11-16 13:19:00,4,2709.12,0
2011-07-07 10:36:00,1,361.11,1
2011-11-01 10:04:00,2,578.9399999999999,0
2011-06-03 08:54:00,2,873.74,1
2010-12-15 11:21:00,1,201.20000000000002,1
2011-07-25 13:46:00,1,87.4,1
2011-12-02 09:32:00,4,2089.85,0
2011-12-08 13:11:00,1,360.0,0
2011-03-16 12:55:00,1,142.5,1
2011-06-23 13:09:00,1,371.89,1
2011-08-28 11:25:00,4,618.09,1
2011-07-07 17:56:00,1,63.75,1
2010-12-23 14:35:00,1,300.42,1
2011-12-05 15:15:00,10,2000.86,0
2011-08-11 17:14:00,1,15.0,1
2011-11-17 09:31:00,3,1385.51,0
2011-12-02 16:34:00,5,1456.79,0
2011-11-11 17:23:00,3,1132.03,0
2011-12-05 12:55:00,2,598.57,0
2011-11-17 16:48:00,5,1555.32,0
2011-12-08 12:29:00,3,775.94,0
2011-11-02 13:40:00,4,5732.93,0
2011-10-04 13:35:00,6,2273.68,0
2011-12-08 18:51:00,3,640.76,0
2011-12-04 13:34:00,26,10845.550000000001,0
2011-09-22 18:07:00,4,1532.2,0
2011-09-28 15:24:00,2,567.36,0
2011-11-22 14:21:00,1,199.48000000000002,0
2011-12-06 17:12:00,5,787.85,0
2011-11-03 16:28:00,10,7121.95,0
2011-09-19 10:36:00,1,675.3,0
2011-11-01 10:21:00,8,3627.77,0
2011-01-27 15:22:00,1,1308.48,1
2011-11-08 10:29:00,2,789.0,0
2011-09-08 12:27:00,3,1140.93,1
2011-11-25 13:30:00,1,350.9,0
2011-09-18 15:21:00,3,3502.32,0
2011-09-23 14:05:00,1,795.12,0
2011-07-05 09:06:00,1,487.02,1
2011-05-23 08:31:00,1,860.12,1
2011-10-25 13:15:00,7,10736.48,0
2011-03-24 09:50:00,1,775.85,1
2011-06-15 12:24:00,1,353.43,1
2011-10-03 09:45:00,3,2511.69,0
2011-02-25 09:01:00,1,389.5,1
2011-09-30 13:28:00,1,341.36,0
2011-10-06 17:28:00,1,233.76,0
2011-11-29 08:07:00,1,247.32,0
2011-11-23 16:33:00,2,979.12,0
2011-10-04 12:55:00,1,373.94,0
2011-10-10 13:55:00,1,397.97999999999996,0
2011-09-29 13:17:00,1,743.53,0
2011-08-09 14:48:00,1,674.7,1
2011-09-20 14:33:00,1,768.24,0
2011-03-27 13:56:00,1,609.4,1
2011-03-16 11:52:00,1,439.03,1
2011-10-07 09:30:00,1,439.56,0
2011-11-30 14:41:00,4,3090.7400000000002,0
2011-11-22 12:40:00,2,992.5,0
2011-09-29 18:13:00,1,134.95999999999998,0
2011-11-06 12:36:00,2,2225.37,0
2011-10-20 13:37:00,1,56.160000000000004,0
2011-03-28 09:59:00,2,623.4,1
2010-12-09 11:30:00,1,308.28000000000003,1
2010-12-03 10:26:00,1,754.87,1
2011-09-11 12:46:00,1,378.64,1
2011-10-10 10:51:00,3,3312.25,0
2011-09-12 10:19:00,1,778.65,0
2011-09-01 16:16:00,3,1019.76,1
2011-11-13 13:45:00,3,572.56,0
2011-11-08 11:58:00,6,3639.31,0
2011-03-04 10:03:00,1,222.99,1
2011-11-09 11:04:00,7,4151.93,0
2011-01-14 09:52:00,1,534.57,1
2011-07-31 12:52:00,2,677.1,1
2011-11-28 14:01:00,3,797.96,0
2011-09-26 08:38:00,1,544.08,0
2011-05-20 10:50:00,1,59.8,1
2011-12-08 11:36:00,8,2520.02,0
2011-06-07 15:04:00,1,307.72,1
2011-11-10 16:59:00,2,1360.99,0
2011-09-28 10:56:00,5,1544.13,0
2011-05-31 13:17:00,1,457.34,1
2011-08-04 15:51:00,2,621.23,1
2011-11-22 08:28:00,1,75.0,0
2011-12-08 15:37:00,2,252.49,0
2011-09-26 17:01:00,3,572.451,0
2011-12-08 09:05:00,62,28117.04,0
2011-11-15 15:33:00,5,1003.06,0
2011-08-24 13:57:00,1,213.55,1
2011-07-29 11:45:00,3,1390.5,1
2011-10-27 08:56:00,2,712.5,0
2011-12-05 08:49:00,2,640.83,0
2011-11-28 10:23:00,18,6127.43,0
2011-10-07 12:49:00,1,221.06,0
2011-07-13 08:48:00,2,159.85,1
2011-10-30 14:21:00,2,1833.71,0
2011-10-06 13:42:00,1,2626.3,0
2011-08-23 17:13:00,3,1624.21,1
2011-12-09 08:59:00,10,3641.32,0
2011-11-20 13:02:00,3,582.6,0
2011-11-29 14:20:00,1,201.78,0
2011-11-29 09:10:00,4,1006.8,0
2011-11-21 08:19:00,2,679.45,0
2011-10-03 13:49:00,2,1269.1,0
2011-09-26 14:30:00,2,534.24,0
2011-12-04 14:45:00,7,3809.8900000000003,0
2011-12-08 10:33:00,1,196.89,0
2011-11-25 14:00:00,7,3408.06,0
2011-03-29 14:20:00,1,283.71,1
2011-09-09 09:38:00,1,296.64,1
2011-11-16 13:38:00,3,1129.14,0
2011-11-23 12:33:00,6,3534.69,0
2011-11-16 08:28:00,1,291.88,0
2011-11-13 11:54:00,6,2043.7199999999998,0
2011-11-13 15:58:00,5,2898.2599999999998,0
2011-03-25 14:19:00,2,590.0,1
2011-06-27 09:34:00,2,356.97999999999996,1
2011-11-15 11:21:00,2,1058.34,0
2011-11-22 09:18:00,6,1766.72,0
2011-12-02 15:29:00,14,9646.57,0
2011-11-10 17:17:00,2,183.44,0
2011-11-01 09:01:00,3,1445.0,0
2011-04-01 11:20:00,1,151.5,1
2011-10-12 15:01:00,1,674.68,0
2011-06-08 16:39:00,1,307.9,1
2011-11-29 10:01:00,2,1071.91,0
2011-12-08 10:39:00,37,5704.97,0
2011-09-01 14:57:00,2,165.0,1
2011-12-08 15:44:00,4,2501.84,0
2011-10-10 11:20:00,2,422.64,0
2011-04-17 13:53:00,1,226.84,1
2011-06-01 13:52:00,4,1431.78,1
2011-06-14 12:00:00,2,1238.47,1
2011-11-02 12:04:00,6,1454.58,0
2011-05-23 10:45:00,2,300.95,1
2011-10-25 09:07:00,5,1804.56,0
2011-04-21 17:03:00,1,184.64,1
2011-10-05 11:53:00,1,140.34,0
2011-04-12 16:30:00,1,313.8,1
2011-04-20 13:58:00,1,454.24,1
2011-09-22 13:13:00,3,1122.41,0
2011-10-13 12:07:00,3,575.4,0
2011-11-22 14:41:00,13,8968.31,0
2011-08-26 13:16:00,4,449.52,1
2011-10-19 08:32:00,10,1215.82,0
2011-07-26 14:25:00,3,1269.84,1
2011-03-09 15:35:00,2,618.63,1
2011-02-01 11:58:00,1,316.26000000000005,1
2011-12-02 11:21:00,5,2044.8700000000001,0
2011-11-29 10:58:00,2,653.33,0
2011-03-02 09:04:00,2,348.05,1
2011-11-22 11:21:00,5,1159.11,0
2011-11-16 15:35:00,3,1166.77,0
2011-02-24 18:59:00,1,1340.32,1
2011-11-23 10:39:00,3,292.0,0
2011-09-29 13:23:00,1,216.85,0
2011-10-06 13:20:00,1,295.93,0
2011-09-28 11:56:00,4,4393.63,0
2011-01-27 13:53:00,2,458.52,1
2011-12-06 13:13:00,4,2479.16,0
2011-04-10 11:58:00,1,110.97,1
2011-12-01 10:10:00,7,979.72,0
2011-12-08 13:46:00,4,1791.56,0
2011-03-24 10:03:00,1,251.21,1
2011-08-05 11:50:00,1,205.1,1
2011-09-27 09:39:00,1,152.20000000000002,0
2011-09-28 11:26:00,4,891.12,0
2011-11-18 13:15:00,3,1389.41,0
2011-10-11 11:43:00,3,2128.42,0
2011-09-15 10:29:00,1,627.16,0
2011-09-22 18:24:00,1,122.75,0
2011-10-12 10:20:00,6,3624.35,0
2011-12-08 13:50:00,3,1071.73,0
2011-11-09 15:11:00,1,125.80000000000001,0
2011-11-06 15:11:00,5,3964.88,0
2011-10-30 12:34:00,5,680.1800000000001,0
2011-11-25 12:01:00,2,628.78,0
2011-11-06 12:04:00,7,2242.36,0
2011-09-22 09:15:00,2,307.76,0
2011-05-18 16:56:00,2,483.8,1
2011-11-06 12:25:00,1,210.31,0
2011-06-10 11:54:00,3,269.09,1
2011-12-07 14:52:00,25,5870.08,0
2011-12-08 16:38:00,7,3444.39,0
2011-10-27 16:34:00,7,1280.85,0
2011-09-15 10:18:00,3,631.34,0
2011-10-31 11:57:00,2,276.06,0
2011-11-27 14:50:00,3,621.09,0
2011-09-04 14:50:00,2,678.16,1
2011-11-14 09:20:00,7,918.2,0
2011-01-24 14:46:00,1,91.80000000000001,1
2011-10-04 15:19:00,12,3740.07,0
2011-09-27 12:36:00,4,4098.88,0
2011-11-11 15:24:00,2,584.06,0
2011-12-04 11:24:00,4,594.52,0
2011-12-02 13:11:00,1,171.42000000000002,0
2011-05-08 12:39:00,1,141.85999999999999,1
2011-09-19 10:51:00,3,1799.33,0
2011-09-16 14:45:00,2,777.53,0
2011-07-18 14:33:00,3,1724.67,1
2011-11-20 14:33:00,2,240.22,0
2011-10-30 11:59:00,2,856.84,0
2011-06-19 14:42:00,1,187.05,1
2011-11-22 13:07:00,2,338.62,0
2011-04-10 13:36:00,1,239.49,1
2011-11-27 10:47:00,12,2088.94,0
2011-05-18 11:59:00,1,1384.25,1
2011-10-20 14:33:00,2,290.25,0
2011-11-16 13:14:00,5,732.0699999999999,0
2011-11-29 15:34:00,18,6717.34,0
2011-11-14 15:19:00,4,1687.6000000000001,0
2011-11-25 08:41:00,2,467.04,0
2011-02-03 14:41:00,1,118.0,1
2011-07-07 10:40:00,1,781.03,1
2011-02-06 12:49:00,1,142.4,1
2011-10-07 12:31:00,1,712.4,0
2011-11-24 10:42:00,9,2478.95,0
2011-11-25 12:10:00,2,379.65,0
2011-11-28 12:54:00,6,1981.92,0
2011-10-06 12:26:00,3,1117.13,0
2011-11-04 09:49:00,4,247.95999999999998,0
2011-08-23 13:35:00,5,2011.88,1
2011-10-18 10:19:00,1,396.97,0
2011-12-04 12:01:00,2,664.11,0
2011-10-23 14:28:00,1,160.04,0
2011-12-08 16:10:00,21,5149.92,0
2011-01-31 15:27:00,1,219.52,1
2011-10-25 17:31:00,2,693.32,0
2011-10-06 11:47:00,1,428.89,0
2011-11-13 15:57:00,1,164.34,0
2011-11-10 17:46:00,3,276.75,0
2011-10-30 16:17:00,1,675.51,0
2011-11-27 15:38:00,7,1082.33,0
2011-09-11 14:51:00,3,1154.4,0
2011-11-15 14:47:00,4,1585.46,0
2011-01-25 08:21:00,1,417.69,1
2011-10-30 13:50:00,3,544.18,0
2011-06-19 11:09:00,1,177.34,1
2011-08-15 08:26:00,1,213.85,1
2011-11-09 12:00:00,5,727.74,0
2011-04-01 10:05:00,1,257.23,1
2011-10-11 14:20:00,5,1638.47,0
2011-11-16 13:21:00,11,7792.36,0
2011-12-04 15:16:00,7,2031.78,0
2011-09-01 09:57:00,11,3070.42,1
2011-11-15 10:51:00,5,2118.93,0
2011-11-06 13:40:00,5,1547.3600000000001,0
2011-10-03 10:55:00,1,1071.03,0
2011-11-03 10:30:00,5,949.12,0
2011-10-18 13:32:00,3,804.3,0
2011-11-24 10:38:00,1,122.64,0
2011-09-26 13:36:00,1,1033.34,0
2011-05-08 12:34:00,1,312.28,1
2011-11-08 15:37:00,3,519.44,0
2011-11-23 14:07:00,4,2624.26,0
2011-08-11 16:11:00,1,252.1,1
2011-11-30 12:00:00,4,1648.1200000000001,0
2011-03-28 11:51:00,2,346.6,1
2011-11-23 12:22:00,6,1836.34,0
2011-11-04 14:59:00,2,94.2,0
2011-10-25 08:51:00,3,1095.08,0
2011-10-27 16:24:00,6,2707.33,0
2011-08-17 14:25:00,2,932.97,1
2011-06-28 10:31:00,2,379.65,1
2011-11-29 12:32:00,2,382.14,0
2011-11-30 10:13:00,5,2639.17,0
2011-05-18 12:37:00,2,1563.0,1
2011-09-15 12:04:00,3,881.26,0
2011-06-13 15:44:00,1,189.47,1
2011-10-10 15:39:00,3,84.65,0
2011-07-13 15:42:00,1,299.05,1
2011-12-07 12:11:00,21,6309.83,0
2011-10-20 09:32:00,2,218.55,0
2011-09-25 15:25:00,1,349.7,0
2011-02-11 13:53:00,2,186.39000000000001,1
2011-11-21 12:11:00,2,387.44,0
2011-07-11 12:57:00,2,486.82000000000005,1
2011-07-11 10:14:00,1,232.6,1
2011-12-08 13:47:00,4,3719.12,0
2011-11-22 11:13:00,4,827.83,0
2011-06-05 14:06:00,1,59.5,1
2011-02-27 10:13:00,1,65.13,1
2011-12-07 11:41:00,7,3119.44,0
2011-06-10 09:10:00,1,72.0,1
2011-10-07 13:21:00,1,910.0,0
2011-10-11 15:03:00,1,172.25,0
2011-11-15 11:17:00,3,1488.32,0
2011-12-06 09:32:00,50,65039.62,0
2011-11-08 14:26:00,15,2504.13,0
2011-11-01 09:14:00,1,151.29999999999998,0
2011-07-07 16:51:00,1,308.58000000000004,1
2011-11-13 13:00:00,10,2248.63,0
2011-01-25 13:10:00,1,99.5,1
2011-12-04 15:13:00,9,2308.06,0
2011-12-02 12:32:00,3,711.86,0
2011-02-10 09:21:00,1,330.79,1
2011-03-17 18:03:00,2,806.41,1
2011-03-13 13:46:00,1,285.33,1
2011-12-06 10:28:00,13,6307.650000000001,0
2011-11-08 08:16:00,1,180.48,0
2011-05-05 10:31:00,2,252.06,1
2011-04-07 12:33:00,1,228.84,1
2011-03-03 19:21:00,5,1077.39,1
2011-03-15 13:49:00,1,138.28,1
2011-11-07 14:13:00,6,1445.01,0
2011-04-07 13:24:00,2,306.55,1
2011-11-24 15:26:00,5,1041.68,0
2011-08-15 12:46:00,4,799.9,1
2011-11-03 14:05:00,1,524.14,0
2011-07-31 12:44:00,3,2375.41,1
2011-05-06 17:04:00,1,199.85000000000002,1
2011-10-21 10:03:00,8,1980.56,0
2011-11-01 10:49:00,2,1079.6599999999999,0
2011-11-11 09:46:00,2,333.48,0
2011-11-03 10:49:00,6,1016.14,0
2011-07-27 08:35:00,2,752.6,1
2011-05-04 14:33:00,2,610.59,1
2011-11-11 15:49:00,1,491.86,0
2011-11-15 11:14:00,4,2883.54,0
2011-12-04 15:19:00,2,729.8,0
2011-05-23 16:32:00,1,339.59999999999997,1
2011-11-21 13:35:00,1,216.9,0
2011-04-13 10:32:00,1,350.75,1
2011-09-29 09:19:00,3,668.4300000000001,0
2011-11-23 11:07:00,12,3107.87,0
2011-12-07 10:09:00,7,1341.6,0
2011-09-05 15:19:00,2,1080.52,1
2011-06-30 16:43:00,1,300.04,1
2010-12-01 10:37:00,1,79.6,1
2011-09-05 09:45:00,5,948.25,1
2011-10-17 12:16:00,5,1647.26,0
2011-02-24 15:56:00,1,296.25,1
2011-08-07 14:16:00,6,1175.38,1
2011-02-25 12:48:00,1,741.26,1
2011-07-11 11:51:00,2,282.59999999999997,1
2011-12-06 12:26:00,9,2108.06,0
2011-12-07 16:44:00,14,5189.52,0
2011-11-28 11:11:00,7,3190.55,0
2011-11-06 14:47:00,2,659.4100000000001,0
2011-10-16 16:13:00,2,286.79,0
2011-10-20 14:01:00,2,1070.65,0
2011-05-05 09:15:00,1,306.72,1
2011-10-07 15:13:00,1,1714.96,0
2011-09-30 12:03:00,3,1519.42,0
2011-12-07 15:00:00,37,17220.36,0
2011-12-07 15:08:00,10,2796.51,0
2011-10-06 14:18:00,4,2634.45,0
2011-11-06 11:43:00,3,1122.63,0
2011-09-19 12:06:00,1,345.0,0
2011-12-09 12:25:00,33,25977.16,0
2011-08-28 15:25:00,1,178.7,1
2011-12-02 13:49:00,2,360.01,0
2011-04-03 12:08:00,1,127.84,1
2011-11-27 11:54:00,6,908.86,0
2011-11-30 09:33:00,11,2462.79,0
2010-12-07 13:53:00,1,230.39999999999998,1
2011-09-25 12:06:00,2,309.04,0
2011-12-05 15:48:00,1,348.8,0
2011-08-04 11:44:00,2,1516.0,1
2011-10-04 14:31:00,2,195.55,0
2011-12-08 15:51:00,57,37153.85,0
2011-08-15 12:07:00,2,688.86,1
2011-02-03 12:27:00,1,558.32,1
2011-10-04 10:15:00,1,324.8,0
2011-07-24 10:54:00,3,4599.42,1
2011-03-29 12:57:00,1,277.07,1
2011-11-09 12:32:00,7,2588.39,0
2011-10-18 14:50:00,2,924.6,0
2011-10-07 11:43:00,1,256.38,0
2010-12-07 15:48:00,1,112.6,1
2011-12-04 12:18:00,5,1747.66,0
2011-02-07 13:15:00,1,155.05,1
2011-11-11 08:33:00,3,1499.01,0
2011-06-09 09:54:00,3,814.5,1
2011-10-28 14:27:00,3,539.0,0
2011-10-31 10:38:00,4,1366.8600000000001,0
2011-09-08 13:48:00,2,1579.12,1
2011-11-17 14:19:00,4,4027.36,0
2011-11-16 08:38:00,2,571.6700000000001,0
2011-11-10 17:49:00,2,382.98,0
2011-02-11 10:38:00,3,1140.35,1
2011-07-18 09:49:00,2,385.64,1
2011-12-04 12:13:00,2,632.0,0
2011-11-21 10:22:00,2,957.66,0
2011-11-07 12:41:00,5,1698.94,0
2011-06-16 13:48:00,1,189.5,1
2011-10-13 12:38:00,3,409.8,0
2011-11-17 16:02:00,1,209.49,0
2011-11-23 15:41:00,6,2198.45,0
2011-11-20 15:36:00,1,52.199999999999996,0
2011-07-03 13:27:00,1,383.85,1
2011-11-14 15:37:00,4,834.57,0
2011-05-12 12:10:00,2,266.59000000000003,1
2011-12-04 11:00:00,4,674.82,0
2011-04-01 12:10:00,1,85.0,1
2011-10-12 10:51:00,9,3385.62,0
2011-11-28 13:21:00,1,361.62,0
2011-10-06 08:25:00,1,312.98,0
2011-11-15 12:07:00,3,865.0600000000001,0
2011-09-08 12:58:00,3,1255.0,1
2011-10-19 10:59:00,2,1537.95,0
2011-08-02 14:04:00,1,1595.48,1
2011-09-05 12:36:00,3,2651.46,1
2011-10-13 14:18:00,1,1090.14,0
2011-12-01 09:06:00,25,8109.5199999999995,0
2011-06-24 10:03:00,3,388.5,1
2011-10-13 16:17:00,1,216.17,0
2011-01-17 16:14:00,1,201.16,1
2011-12-08 12:57:00,5,1245.9,0
2011-11-21 16:24:00,8,2209.36,0
2011-04-06 10:20:00,1,305.78,1
2011-10-12 13:31:00,4,501.56,0
2011-09-26 14:54:00,1,145.67000000000002,0
2011-11-08 15:48:00,3,1005.09,0
2011-12-02 16:32:00,2,3192.54,0
2011-08-08 13:53:00,4,3083.65,1
2011-12-07 13:23:00,8,2770.94,0
2011-11-17 10:49:00,13,6403.25,0
2011-08-12 10:08:00,3,389.6,1
2010-12-16 18:20:00,1,540.45,1
2011-10-17 09:36:00,5,1786.79,0
2011-10-07 10:22:00,1,122.7,0
2011-09-14 15:49:00,1,117.24,0
2011-10-16 12:19:00,1,1271.57,0
2011-11-18 13:44:00,13,3219.77,0
2011-12-06 12:50:00,20,17159.52,0
2011-12-07 11:16:00,5,1191.13,0
2011-11-29 10:45:00,5,2674.48,0
2011-12-02 16:30:00,5,787.6,0
2011-06-03 15:07:00,2,506.8,1
2011-09-29 13:17:00,1,243.56,0
2011-05-19 17:22:00,1,349.55,1
2011-08-12 10:13:00,2,595.67,1
2011-09-08 09:13:00,1,416.90000000000003,1
2011-12-08 15:36:00,10,1883.8100000000002,0
2011-11-13 11:50:00,4,632.97,0
2011-02-15 11:30:00,1,821.1,1
2011-11-16 09:44:00,3,564.62,0
2011-11-11 16:57:00,4,2593.07,0
2011-10-20 14:30:00,1,311.16,0
2011-01-18 10:28:00,1,155.93,1
2011-11-23 13:40:00,2,388.52,0
2011-06-09 19:26:00,3,740.95,1
2011-09-28 14:48:00,5,2867.2,0
2011-11-02 13:41:00,2,332.64,0
2011-09-21 11:49:00,4,2369.55,0
2011-10-13 15:43:00,9,2580.91,0
2011-11-28 10:35:00,2,626.45,0
2011-10-21 09:56:00,2,272.04,0
2011-10-21 12:25:00,2,1212.8400000000001,0
2011-10-11 14:24:00,2,384.81,0
2010-12-23 10:38:00,1,172.25,1
2011-10-17 12:33:00,1,351.13,0
2011-12-08 09:39:00,6,1838.8500000000001,0
2011-09-08 12:47:00,4,678.25,1
2011-11-16 13:16:00,1,223.85000000000002,0
2011-09-26 12:00:00,1,348.99,0
2011-11-29 10:33:00,4,464.57,0
2011-06-23 15:26:00,2,842.65,1
2011-10-13 09:45:00,2,337.34,0
2011-09-05 10:12:00,2,1237.53,1
2011-02-18 12:02:00,1,307.4,1
2011-08-22 14:03:00,2,608.7900000000001,1
2011-03-21 08:39:00,1,922.1,1
2011-06-13 08:47:00,1,376.58,1
2011-06-23 16:35:00,1,158.85,1
2011-11-04 14:37:00,1,71.66,0
2011-11-16 13:33:00,3,568.55,0
2011-11-22 15:15:00,4,839.14,0
2011-11-18 09:43:00,5,5112.96,0
2011-09-21 13:33:00,3,561.5699999999999,0
2011-10-05 14:42:00,1,90.6,0
2010-12-14 10:18:00,1,102.0,1
2011-12-07 09:35:00,6,2427.32,0
2011-11-28 14:44:00,4,745.06,0
2011-06-16 16:43:00,3,674.45,1
2011-05-06 09:00:00,2,3251.071,1
2011-12-02 16:04:00,7,3515.68,0
2011-12-08 12:50:00,2,439.92,0
2011-07-08 17:19:00,2,322.96,1
2011-12-04 13:20:00,5,1019.27,0
2011-09-21 15:06:00,3,594.04,0
2011-11-18 15:27:00,2,230.22,0
2011-11-18 08:47:00,2,169.55,0
2011-02-04 14:43:00,4,664.54,1
2011-07-17 12:02:00,1,80.7,1
2011-12-02 15:11:00,18,9024.17,0
2011-11-21 12:06:00,8,2758.26,0
2011-09-30 11:54:00,2,190.25,0
2011-02-25 15:21:00,1,264.7,1
2011-10-21 14:41:00,1,413.59000000000003,0
2011-11-08 13:19:00,6,2461.2400000000002,0
2011-05-17 09:13:00,1,357.98,1
2011-11-25 11:36:00,2,196.79000000000002,0
2011-09-27 13:32:00,1,869.87,0
2011-10-10 13:34:00,1,200.14,0
2011-10-31 16:24:00,4,1871.81,0
2011-11-10 11:06:00,12,2603.43,0
2011-11-13 12:38:00,5,920.51,0
2011-12-05 17:06:00,15,7060.13,0
2011-11-22 15:00:00,1,320.46,0
2011-11-20 10:15:00,6,4147.96,0
2011-10-05 09:47:00,2,1266.08,0
2011-05-10 15:19:00,1,311.3,1
2011-11-27 16:18:00,6,852.88,0
2011-11-09 15:23:00,1,76.8,0
2011-10-28 09:06:00,9,3466.36,0
2011-12-06 11:05:00,6,2274.14,0
2011-11-24 14:22:00,5,1393.69,0
2011-11-29 13:40:00,12,3901.81,0
2011-05-12 16:50:00,1,635.66,1
2011-10-25 10:31:00,3,2043.0800000000002,0
2011-07-28 15:55:00,2,529.73,1
2011-10-27 14:40:00,7,4582.64,0
2011-11-30 12:41:00,5,2874.72,0
2011-08-16 09:39:00,3,962.19,1
2011-05-25 15:47:00,2,695.61,1
2011-03-07 12:26:00,1,328.8,1
2011-08-21 15:01:00,3,473.02,1
2011-09-23 13:18:00,1,505.18,0
2011-10-18 10:02:00,1,917.34,0
2011-07-01 11:29:00,4,4341.21,1
2011-10-24 10:13:00,3,1421.61,0
2011-11-23 09:22:00,2,642.8,0
2011-07-07 15:46:00,3,631.9,1
2011-04-28 14:39:00,1,440.0,1
2011-12-02 13:58:00,2,584.07,0
2011-08-10 11:30:00,2,327.7,1
2011-10-10 09:01:00,1,104.82,0
2011-10-07 14:46:00,2,467.66,0
2011-11-21 16:48:00,8,2358.84,0
2011-12-02 17:13:00,19,17286.86,0
2011-12-07 15:23:00,11,2975.59,0
2011-11-17 14:02:00,3,648.89,0
2011-11-11 10:03:00,5,1428.02,0
2011-02-28 09:26:00,1,626.65,1
2011-06-16 13:57:00,2,147.20000000000002,1
2011-09-22 13:37:00,3,1560.38,0
2011-11-06 13:48:00,1,152.2,0
2011-10-30 12:42:00,12,3560.32,0
2011-03-18 13:25:00,1,141.41,1
2011-11-13 12:05:00,4,646.42,0
2011-08-22 15:27:00,4,1659.75,1
2011-02-28 14:48:00,1,154.99,1
2011-12-01 11:43:00,5,1308.6100000000001,0
2011-02-07 14:53:00,1,409.93,1
2011-11-23 12:20:00,4,5578.72,0
2011-11-08 10:00:00,2,746.36,0
2011-12-09 10:20:00,23,15610.390000000001,0
2011-11-20 12:30:00,1,225.36,0
2011-08-07 14:27:00,2,260.25,1
2011-10-05 15:49:00,1,92.46,0
2011-08-25 15:04:00,1,725.6400000000001,1
2011-12-08 13:36:00,23,8152.71,0
2011-11-16 10:32:00,17,6211.66,0
2011-03-18 10:06:00,1,183.6,1
2011-12-05 12:29:00,19,6140.42,0
2011-11-30 10:04:00,12,10464.85,0
2011-11-10 13:14:00,5,1334.34,0
2011-03-18 12:21:00,1,152.55,1
2011-10-07 10:21:00,2,374.7,0
2011-01-23 16:02:00,1,265.85,1
2011-12-06 12:27:00,8,1437.57,0
2011-11-07 15:49:00,1,151.04,0
2011-12-05 08:38:00,3,942.26,0
